user_id,event_name,event_time,source,platform,country,value
14,view_landing,2025-09-10 09:06:00.000000000,email,android,RU,
15,app_open,2025-09-09 03:18:00.000000000,paid_search,ios,UZ,
15,view_landing,2025-09-09 03:35:00.000000000,paid_search,ios,UZ,
15,sign_up,2025-09-09 06:41:00.000000000,paid_search,ios,UZ,
15,kyc_completed,2025-09-09 17:33:07.200551175,paid_search,ios,UZ,
16,app_open,2025-09-29 13:40:00.000000000,organic,ios,RU,
16,view_landing,2025-09-29 13:50:00.000000000,organic,ios,RU,
16,sign_up,2025-09-29 14:34:00.000000000,organic,ios,RU,
16,kyc_completed,2025-10-02 08:09:43.599062657,organic,ios,RU,
16,deposit_success,2025-10-02 13:08:03.729503082,organic,ios,RU,4875.27
16,first_trade,2025-10-03 12:02:30.677814724,organic,ios,RU,1802.59
17,app_open,2025-09-20 06:25:00.000000000,social_ads,android,KZ,
17,view_landing,2025-09-20 06:30:00.000000000,social_ads,android,KZ,
17,sign_up,2025-09-20 09:03:00.000000000,social_ads,android,KZ,
17,kyc_completed,2025-09-20 14:21:56.857481207,social_ads,android,KZ,
17,deposit_success,2025-09-23 23:12:56.110475486,social_ads,android,KZ,3227.08
18,app_open,2025-09-13 20:30:00.000000000,organic,android,BY,
18,view_landing,2025-09-13 20:38:00.000000000,organic,android,BY,
18,sign_up,2025-09-13 23:00:00.000000000,organic,android,BY,
18,kyc_completed,2025-09-14 17:22:08.373654295,organic,android,BY,
19,app_open,2025-09-10 20:29:00.000000000,email,android,RU,
19,view_landing,2025-09-10 20:36:00.000000000,email,android,RU,
20,app_open,2025-09-14 05:40:00.000000000,social_ads,android,BY,
20,sign_up,2025-09-14 05:57:00.000000000,social_ads,android,BY,
20,view_landing,2025-09-14 05:58:00.000000000,social_ads,android,BY,
21,app_open,2025-09-24 17:40:00.000000000,referral,web,RU,
21,view_landing,2025-09-24 17:44:00.000000000,referral,web,RU,
21,sign_up,2025-09-24 17:58:00.000000000,referral,web,RU,
21,kyc_completed,2025-09-27 04:41:46.298478953,referral,web,RU,
22,app_open,2025-09-05 13:45:00.000000000,paid_search,web,RU,
22,view_landing,2025-09-05 14:04:00.000000000,paid_search,web,RU,
23,app_open,2025-09-06 02:58:00.000000000,email,web,RU,
23,view_landing,2025-09-06 03:06:00.000000000,email,web,RU,
24,app_open,2025-09-10 02:55:00.000000000,email,android,UZ,
24,view_landing,2025-09-10 03:14:00.000000000,email,android,UZ,
25,app_open,2025-09-15 07:54:00.000000000,referral,android,RU,
25,view_landing,2025-09-15 08:05:00.000000000,referral,android,RU,
26,app_open,2025-09-25 08:27:00.000000000,organic,android,RU,
26,view_landing,2025-09-25 08:31:00.000000000,organic,android,RU,
27,app_open,2025-09-07 06:52:00.000000000,paid_search,android,UZ,
27,view_landing,2025-09-07 07:11:00.000000000,paid_search,android,UZ,
28,app_open,2025-09-24 11:28:00.000000000,organic,ios,RU,
28,view_landing,2025-09-24 11:32:00.000000000,organic,ios,RU,
28,sign_up,2025-09-24 14:03:00.000000000,organic,ios,RU,
29,app_open,2025-09-28 05:14:00.000000000,organic,android,UZ,
29,view_landing,2025-09-28 05:31:00.000000000,organic,android,UZ,
30,app_open,2025-09-14 00:22:00.000000000,social_ads,ios,KZ,
30,view_landing,2025-09-14 00:41:00.000000000,social_ads,ios,KZ,
30,sign_up,2025-09-14 01:33:00.000000000,social_ads,ios,KZ,
31,app_open,2025-09-29 17:16:00.000000000,referral,ios,KZ,
31,view_landing,2025-09-29 17:20:00.000000000,referral,ios,KZ,
31,sign_up,2025-09-29 20:06:00.000000000,referral,ios,KZ,
31,kyc_completed,2025-09-30 20:14:27.393657188,referral,ios,KZ,
31,deposit_success,2025-10-04 00:53:16.921207584,referral,ios,KZ,4353.01
32,app_open,2025-09-27 17:10:00.000000000,email,web,BY,
32,view_landing,2025-09-27 17:12:00.000000000,email,web,BY,
33,app_open,2025-09-24 21:21:00.000000000,paid_search,ios,BY,
33,view_landing,2025-09-24 21:25:00.000000000,paid_search,ios,BY,
34,app_open,2025-09-12 06:28:00.000000000,paid_search,android,RU,
34,view_landing,2025-09-12 06:40:00.000000000,paid_search,android,RU,
34,sign_up,2025-09-12 09:47:00.000000000,paid_search,android,RU,
34,kyc_completed,2025-09-12 14:12:11.398714685,paid_search,android,RU,
34,deposit_success,2025-09-13 09:32:01.946643674,paid_search,android,RU,3853.24
35,app_open,2025-09-09 23:09:00.000000000,paid_search,android,UZ,
35,view_landing,2025-09-09 23:14:00.000000000,paid_search,android,UZ,
35,sign_up,2025-09-10 00:27:00.000000000,paid_search,android,UZ,
35,kyc_completed,2025-09-11 09:55:20.033561571,paid_search,android,UZ,
35,deposit_success,2025-09-14 01:45:07.987416035,paid_search,android,UZ,2254.01
35,first_trade,2025-09-14 20:46:57.219550850,paid_search,android,UZ,2078.86
36,app_open,2025-09-26 19:05:00.000000000,organic,ios,UZ,
36,view_landing,2025-09-26 19:19:00.000000000,organic,ios,UZ,
36,sign_up,2025-09-26 22:19:00.000000000,organic,ios,UZ,
37,app_open,2025-09-14 05:07:00.000000000,organic,web,UZ,
37,view_landing,2025-09-14 05:19:00.000000000,organic,web,UZ,
37,sign_up,2025-09-14 05:54:00.000000000,organic,web,UZ,
37,kyc_completed,2025-09-17 00:46:38.891407986,organic,web,UZ,
37,deposit_success,2025-09-18 17:49:25.480266296,organic,web,UZ,2747.91
37,first_trade,2025-09-19 15:29:34.991268106,organic,web,UZ,2971.83
38,app_open,2025-09-01 20:26:00.000000000,paid_search,ios,KZ,
38,view_landing,2025-09-01 20:31:00.000000000,paid_search,ios,KZ,
39,app_open,2025-09-22 09:25:00.000000000,organic,web,RU,
39,view_landing,2025-09-22 09:31:00.000000000,organic,web,RU,
39,sign_up,2025-09-22 12:22:00.000000000,organic,web,RU,
39,kyc_completed,2025-09-25 10:49:05.282105305,organic,web,RU,
39,deposit_success,2025-09-27 09:48:56.146008442,organic,web,RU,4998.75
39,first_trade,2025-09-29 00:00:59.326073914,organic,web,RU,6290.93
40,app_open,2025-09-11 07:32:00.000000000,social_ads,web,RU,
40,view_landing,2025-09-11 07:42:00.000000000,social_ads,web,RU,
41,app_open,2025-09-28 22:06:00.000000000,paid_search,ios,RU,
41,view_landing,2025-09-28 22:25:00.000000000,paid_search,ios,RU,
41,sign_up,2025-09-29 01:41:00.000000000,paid_search,ios,RU,
41,kyc_completed,2025-10-01 12:52:53.811344940,paid_search,ios,RU,
41,deposit_success,2025-10-03 17:11:23.328206061,paid_search,ios,RU,10106.43
42,app_open,2025-09-26 13:51:00.000000000,email,ios,RU,
42,view_landing,2025-09-26 14:05:00.000000000,email,ios,RU,
43,app_open,2025-09-03 23:35:00.000000000,referral,ios,KZ,
43,view_landing,2025-09-03 23:45:00.000000000,referral,ios,KZ,
44,app_open,2025-09-27 21:42:00.000000000,paid_search,android,KZ,
44,view_landing,2025-09-27 21:52:00.000000000,paid_search,android,KZ,
44,sign_up,2025-09-28 00:56:00.000000000,paid_search,android,KZ,
44,kyc_completed,2025-09-29 12:20:59.808150491,paid_search,android,KZ,
45,app_open,2025-09-29 08:20:00.000000000,email,ios,RU,
45,view_landing,2025-09-29 08:25:00.000000000,email,ios,RU,
45,sign_up,2025-09-29 11:46:00.000000000,email,ios,RU,
45,kyc_completed,2025-09-29 14:51:43.830359829,email,ios,RU,
46,app_open,2025-09-23 14:04:00.000000000,referral,web,RU,
46,view_landing,2025-09-23 14:10:00.000000000,referral,web,RU,
46,sign_up,2025-09-23 16:37:00.000000000,referral,web,RU,
46,kyc_completed,2025-09-24 08:19:41.645401481,referral,web,RU,
47,app_open,2025-09-09 03:42:00.000000000,paid_search,ios,KZ,
47,view_landing,2025-09-09 04:01:00.000000000,paid_search,ios,KZ,
47,sign_up,2025-09-09 06:15:00.000000000,paid_search,ios,KZ,
47,kyc_completed,2025-09-09 12:13:01.148245640,paid_search,ios,KZ,
48,app_open,2025-09-21 00:30:00.000000000,paid_search,web,RU,
48,view_landing,2025-09-21 00:34:00.000000000,paid_search,web,RU,
49,app_open,2025-09-26 23:04:00.000000000,social_ads,ios,UZ,
49,view_landing,2025-09-26 23:23:00.000000000,social_ads,ios,UZ,
49,sign_up,2025-09-27 00:58:00.000000000,social_ads,ios,UZ,
50,app_open,2025-09-25 07:14:00.000000000,organic,web,BY,
50,view_landing,2025-09-25 07:23:00.000000000,organic,web,BY,
50,sign_up,2025-09-25 11:09:00.000000000,organic,web,BY,
50,kyc_completed,2025-09-27 15:19:35.214564721,organic,web,BY,
50,deposit_success,2025-10-01 04:19:36.178880968,organic,web,BY,4437.82
50,first_trade,2025-10-03 00:35:17.992581844,organic,web,BY,4058.03
51,app_open,2025-09-13 20:12:00.000000000,organic,ios,RU,
51,view_landing,2025-09-13 20:23:00.000000000,organic,ios,RU,
51,sign_up,2025-09-13 22:21:00.000000000,organic,ios,RU,
51,kyc_completed,2025-09-14 23:08:52.650146672,organic,ios,RU,
52,app_open,2025-09-22 04:46:00.000000000,organic,android,RU,
52,view_landing,2025-09-22 04:51:00.000000000,organic,android,RU,
52,sign_up,2025-09-22 05:26:00.000000000,organic,android,RU,
53,app_open,2025-09-12 11:46:00.000000000,referral,android,KZ,
53,view_landing,2025-09-12 11:53:00.000000000,referral,android,KZ,
54,app_open,2025-09-08 11:06:00.000000000,social_ads,ios,RU,
54,view_landing,2025-09-08 11:11:00.000000000,social_ads,ios,RU,
54,sign_up,2025-09-08 15:02:00.000000000,social_ads,ios,RU,
54,kyc_completed,2025-09-10 03:46:30.382510591,social_ads,ios,RU,
55,app_open,2025-09-21 02:00:00.000000000,referral,web,UZ,
55,view_landing,2025-09-21 02:09:00.000000000,referral,web,UZ,
55,sign_up,2025-09-21 04:26:00.000000000,referral,web,UZ,
55,kyc_completed,2025-09-22 08:55:35.832386984,referral,web,UZ,
55,deposit_success,2025-09-23 11:21:04.381930611,referral,web,UZ,5162.93
56,app_open,2025-09-14 20:50:00.000000000,referral,ios,RU,
56,view_landing,2025-09-14 20:59:00.000000000,referral,ios,RU,
56,sign_up,2025-09-14 23:41:00.000000000,referral,ios,RU,
56,kyc_completed,2025-09-17 09:26:18.536867279,referral,ios,RU,
56,deposit_success,2025-09-19 17:08:29.653297137,referral,ios,RU,2123.36
56,first_trade,2025-09-20 08:37:17.217692879,referral,ios,RU,4118.4
57,app_open,2025-09-07 16:39:00.000000000,paid_search,android,RU,
57,view_landing,2025-09-07 16:56:00.000000000,paid_search,android,RU,
57,sign_up,2025-09-07 17:51:00.000000000,paid_search,android,RU,
58,app_open,2025-09-20 16:57:00.000000000,social_ads,android,RU,
58,view_landing,2025-09-20 17:07:00.000000000,social_ads,android,RU,
58,sign_up,2025-09-20 19:42:00.000000000,social_ads,android,RU,
58,kyc_completed,2025-09-21 09:09:07.240048477,social_ads,android,RU,
59,app_open,2025-09-10 14:48:00.000000000,organic,android,BY,
59,view_landing,2025-09-10 14:51:00.000000000,organic,android,BY,
60,app_open,2025-09-18 13:27:00.000000000,organic,ios,UZ,
60,view_landing,2025-09-18 13:28:00.000000000,organic,ios,UZ,
60,sign_up,2025-09-18 15:13:00.000000000,organic,ios,UZ,
60,kyc_completed,2025-09-20 16:39:00.742713060,organic,ios,UZ,
60,deposit_success,2025-09-24 10:49:58.336843058,organic,ios,UZ,1396.09
60,first_trade,2025-09-25 23:26:24.628437676,organic,ios,UZ,3759.52
61,app_open,2025-09-11 17:51:00.000000000,social_ads,ios,UZ,
61,view_landing,2025-09-11 18:07:00.000000000,social_ads,ios,UZ,
61,sign_up,2025-09-11 20:12:00.000000000,social_ads,ios,UZ,
62,app_open,2025-09-27 11:42:00.000000000,paid_search,ios,RU,
62,view_landing,2025-09-27 11:46:00.000000000,paid_search,ios,RU,
63,app_open,2025-09-26 11:55:00.000000000,social_ads,ios,BY,
63,view_landing,2025-09-26 11:59:00.000000000,social_ads,ios,BY,
64,app_open,2025-09-15 04:38:00.000000000,referral,ios,RU,
64,view_landing,2025-09-15 04:43:00.000000000,referral,ios,RU,
65,app_open,2025-09-22 04:34:00.000000000,social_ads,web,KZ,
65,view_landing,2025-09-22 04:51:00.000000000,social_ads,web,KZ,
66,app_open,2025-09-06 05:44:00.000000000,social_ads,android,UZ,
66,view_landing,2025-09-06 05:54:00.000000000,social_ads,android,UZ,
66,sign_up,2025-09-06 08:09:00.000000000,social_ads,android,UZ,
67,app_open,2025-09-30 18:16:00.000000000,social_ads,android,RU,
67,view_landing,2025-09-30 18:28:00.000000000,social_ads,android,RU,
68,app_open,2025-09-07 09:25:00.000000000,paid_search,android,UZ,
68,view_landing,2025-09-07 09:30:00.000000000,paid_search,android,UZ,
68,sign_up,2025-09-07 10:29:00.000000000,paid_search,android,UZ,
68,kyc_completed,2025-09-09 10:29:12.800831803,paid_search,android,UZ,
68,deposit_success,2025-09-11 01:29:54.596013405,paid_search,android,UZ,6490.02
68,first_trade,2025-09-12 20:31:45.843631458,paid_search,android,UZ,427.22
69,app_open,2025-09-26 23:46:00.000000000,organic,ios,RU,
69,view_landing,2025-09-26 23:55:00.000000000,organic,ios,RU,
69,sign_up,2025-09-27 00:12:00.000000000,organic,ios,RU,
69,kyc_completed,2025-09-29 01:34:41.478313144,organic,ios,RU,
69,deposit_success,2025-10-01 03:29:19.269016076,organic,ios,RU,3114.9
69,first_trade,2025-10-02 19:22:28.367789946,organic,ios,RU,1919.43
70,app_open,2025-09-26 06:49:00.000000000,paid_search,android,RU,
70,view_landing,2025-09-26 06:58:00.000000000,paid_search,android,RU,
70,sign_up,2025-09-26 09:09:00.000000000,paid_search,android,RU,
71,app_open,2025-09-06 07:27:00.000000000,organic,ios,RU,
71,view_landing,2025-09-06 07:29:00.000000000,organic,ios,RU,
71,sign_up,2025-09-06 08:17:00.000000000,organic,ios,RU,
72,app_open,2025-09-01 04:30:00.000000000,paid_search,ios,UZ,
72,view_landing,2025-09-01 04:41:00.000000000,paid_search,ios,UZ,
73,app_open,2025-09-22 23:53:00.000000000,email,android,RU,
73,view_landing,2025-09-23 00:00:00.000000000,email,android,RU,
74,app_open,2025-09-26 23:31:00.000000000,organic,android,BY,
74,view_landing,2025-09-26 23:33:00.000000000,organic,android,BY,
74,sign_up,2025-09-27 01:46:00.000000000,organic,android,BY,
74,kyc_completed,2025-09-28 11:49:29.051913082,organic,android,BY,
75,app_open,2025-09-22 09:08:00.000000000,organic,web,RU,
75,view_landing,2025-09-22 09:13:00.000000000,organic,web,RU,
75,sign_up,2025-09-22 11:46:00.000000000,organic,web,RU,
76,app_open,2025-09-02 15:24:00.000000000,paid_search,ios,BY,
76,view_landing,2025-09-02 15:30:00.000000000,paid_search,ios,BY,
77,app_open,2025-09-20 07:43:00.000000000,paid_search,android,KZ,
77,view_landing,2025-09-20 07:56:00.000000000,paid_search,android,KZ,
77,sign_up,2025-09-20 08:43:00.000000000,paid_search,android,KZ,
78,app_open,2025-09-12 16:53:00.000000000,social_ads,ios,RU,
78,view_landing,2025-09-12 17:10:00.000000000,social_ads,ios,RU,
79,app_open,2025-09-28 10:29:00.000000000,social_ads,ios,BY,
79,view_landing,2025-09-28 10:30:00.000000000,social_ads,ios,BY,
79,sign_up,2025-09-28 11:15:00.000000000,social_ads,ios,BY,
80,app_open,2025-09-24 20:17:00.000000000,referral,android,BY,
80,view_landing,2025-09-24 20:29:00.000000000,referral,android,BY,
80,sign_up,2025-09-25 00:07:00.000000000,referral,android,BY,
80,kyc_completed,2025-09-27 01:31:38.656277102,referral,android,BY,
81,app_open,2025-09-24 22:34:00.000000000,social_ads,ios,RU,
81,view_landing,2025-09-24 22:52:00.000000000,social_ads,ios,RU,
82,app_open,2025-09-13 02:51:00.000000000,paid_search,android,RU,
82,view_landing,2025-09-13 02:58:00.000000000,paid_search,android,RU,
82,sign_up,2025-09-13 05:28:00.000000000,paid_search,android,RU,
82,kyc_completed,2025-09-13 12:32:22.673448279,paid_search,android,RU,
82,deposit_success,2025-09-17 05:33:09.952967669,paid_search,android,RU,2457.71
82,first_trade,2025-09-18 02:27:13.045501490,paid_search,android,RU,1971.79
83,app_open,2025-09-10 12:15:00.000000000,referral,android,RU,
83,view_landing,2025-09-10 12:26:00.000000000,referral,android,RU,
83,sign_up,2025-09-10 15:52:00.000000000,referral,android,RU,
83,kyc_completed,2025-09-12 02:32:08.288888427,referral,android,RU,
84,app_open,2025-09-25 13:53:00.000000000,organic,ios,UZ,
84,view_landing,2025-09-25 14:07:00.000000000,organic,ios,UZ,
85,app_open,2025-09-04 10:48:00.000000000,organic,web,KZ,
85,sign_up,2025-09-04 10:54:00.000000000,organic,web,KZ,
85,view_landing,2025-09-04 10:56:00.000000000,organic,web,KZ,
85,kyc_completed,2025-09-07 08:15:04.952708722,organic,web,KZ,
85,deposit_success,2025-09-08 01:06:37.494221887,organic,web,KZ,2086.85
86,app_open,2025-09-03 23:36:00.000000000,organic,android,BY,
86,view_landing,2025-09-03 23:39:00.000000000,organic,android,BY,
87,app_open,2025-09-02 19:57:00.000000000,referral,web,KZ,
87,view_landing,2025-09-02 20:06:00.000000000,referral,web,KZ,
87,sign_up,2025-09-02 20:44:00.000000000,referral,web,KZ,
87,kyc_completed,2025-09-05 18:27:56.067355866,referral,web,KZ,
87,deposit_success,2025-09-08 20:42:08.591314548,referral,web,KZ,3151.07
87,first_trade,2025-09-10 04:06:01.417544922,referral,web,KZ,2540.24
88,app_open,2025-09-16 05:57:00.000000000,paid_search,android,UZ,
88,view_landing,2025-09-16 06:15:00.000000000,paid_search,android,UZ,
89,app_open,2025-09-03 05:41:00.000000000,organic,web,RU,
89,view_landing,2025-09-03 05:55:00.000000000,organic,web,RU,
89,sign_up,2025-09-03 06:19:00.000000000,organic,web,RU,
90,app_open,2025-09-18 11:00:00.000000000,paid_search,ios,RU,
90,view_landing,2025-09-18 11:09:00.000000000,paid_search,ios,RU,
90,sign_up,2025-09-18 11:22:00.000000000,paid_search,ios,RU,
90,kyc_completed,2025-09-19 15:55:13.852359140,paid_search,ios,RU,
91,app_open,2025-09-06 00:24:00.000000000,organic,android,KZ,
91,sign_up,2025-09-06 00:29:00.000000000,organic,android,KZ,
91,view_landing,2025-09-06 00:31:00.000000000,organic,android,KZ,
92,app_open,2025-09-27 14:19:00.000000000,social_ads,web,RU,
92,view_landing,2025-09-27 14:37:00.000000000,social_ads,web,RU,
92,sign_up,2025-09-27 17:25:00.000000000,social_ads,web,RU,
93,app_open,2025-09-13 19:38:00.000000000,paid_search,ios,RU,
93,view_landing,2025-09-13 19:46:00.000000000,paid_search,ios,RU,
93,sign_up,2025-09-13 23:18:00.000000000,paid_search,ios,RU,
94,app_open,2025-09-03 19:04:00.000000000,paid_search,android,KZ,
94,view_landing,2025-09-03 19:17:00.000000000,paid_search,android,KZ,
95,app_open,2025-09-21 18:36:00.000000000,paid_search,web,UZ,
95,view_landing,2025-09-21 18:44:00.000000000,paid_search,web,UZ,
95,sign_up,2025-09-21 19:26:00.000000000,paid_search,web,UZ,
95,kyc_completed,2025-09-24 17:02:55.931496507,paid_search,web,UZ,
95,deposit_success,2025-09-26 16:32:56.692545485,paid_search,web,UZ,1607.36
96,app_open,2025-09-11 01:16:00.000000000,social_ads,android,KZ,
96,view_landing,2025-09-11 01:24:00.000000000,social_ads,android,KZ,
97,app_open,2025-09-08 16:47:00.000000000,paid_search,android,RU,
97,view_landing,2025-09-08 16:58:00.000000000,paid_search,android,RU,
97,sign_up,2025-09-08 20:30:00.000000000,paid_search,android,RU,
97,kyc_completed,2025-09-09 12:01:57.253875354,paid_search,android,RU,
98,app_open,2025-09-20 17:23:00.000000000,organic,android,UZ,
98,view_landing,2025-09-20 17:39:00.000000000,organic,android,UZ,
98,sign_up,2025-09-20 18:43:00.000000000,organic,android,UZ,
98,kyc_completed,2025-09-21 12:13:32.230533162,organic,android,UZ,
99,app_open,2025-09-29 13:50:00.000000000,organic,web,RU,
99,view_landing,2025-09-29 14:09:00.000000000,organic,web,RU,
100,app_open,2025-09-30 05:35:00.000000000,email,web,RU,
100,view_landing,2025-09-30 05:37:00.000000000,email,web,RU,
100,sign_up,2025-09-30 09:32:00.000000000,email,web,RU,
101,app_open,2025-09-14 01:05:00.000000000,email,android,UZ,
101,view_landing,2025-09-14 01:10:00.000000000,email,android,UZ,
102,app_open,2025-09-26 06:57:00.000000000,social_ads,ios,BY,
102,view_landing,2025-09-26 07:15:00.000000000,social_ads,ios,BY,
103,app_open,2025-09-07 05:01:00.000000000,organic,ios,UZ,
103,view_landing,2025-09-07 05:13:00.000000000,organic,ios,UZ,
103,sign_up,2025-09-07 06:43:00.000000000,organic,ios,UZ,
104,app_open,2025-09-26 07:57:00.000000000,email,android,BY,
104,view_landing,2025-09-26 08:05:00.000000000,email,android,BY,
105,app_open,2025-09-29 02:31:00.000000000,referral,web,KZ,
105,view_landing,2025-09-29 02:40:00.000000000,referral,web,KZ,
106,app_open,2025-09-16 08:59:00.000000000,referral,android,RU,
106,view_landing,2025-09-16 09:17:00.000000000,referral,android,RU,
106,sign_up,2025-09-16 12:22:00.000000000,referral,android,RU,
106,kyc_completed,2025-09-16 16:19:20.692078297,referral,android,RU,
107,app_open,2025-09-16 15:51:00.000000000,paid_search,ios,RU,
107,view_landing,2025-09-16 16:03:00.000000000,paid_search,ios,RU,
107,sign_up,2025-09-16 16:34:00.000000000,paid_search,ios,RU,
108,app_open,2025-09-17 18:56:00.000000000,organic,ios,UZ,
108,view_landing,2025-09-17 19:14:00.000000000,organic,ios,UZ,
109,app_open,2025-09-03 02:55:00.000000000,organic,android,UZ,
109,view_landing,2025-09-03 03:07:00.000000000,organic,android,UZ,
110,app_open,2025-09-26 16:39:00.000000000,email,web,RU,
110,view_landing,2025-09-26 16:56:00.000000000,email,web,RU,
110,sign_up,2025-09-26 18:10:00.000000000,email,web,RU,
111,app_open,2025-09-23 01:13:00.000000000,paid_search,ios,RU,
111,view_landing,2025-09-23 01:24:00.000000000,paid_search,ios,RU,
112,app_open,2025-09-27 00:28:00.000000000,organic,android,RU,
112,view_landing,2025-09-27 00:43:00.000000000,organic,android,RU,
112,sign_up,2025-09-27 02:07:00.000000000,organic,android,RU,
112,kyc_completed,2025-09-27 04:21:16.989687588,organic,android,RU,
112,deposit_success,2025-09-29 22:13:29.597956468,organic,android,RU,15111.06
112,first_trade,2025-09-30 08:21:57.724949704,organic,android,RU,1626.19
113,app_open,2025-09-04 10:45:00.000000000,paid_search,web,RU,
113,view_landing,2025-09-04 10:51:00.000000000,paid_search,web,RU,
113,sign_up,2025-09-04 11:02:00.000000000,paid_search,web,RU,
113,kyc_completed,2025-09-06 09:04:09.326660354,paid_search,web,RU,
114,app_open,2025-09-25 00:27:00.000000000,social_ads,web,UZ,
114,view_landing,2025-09-25 00:44:00.000000000,social_ads,web,UZ,
114,sign_up,2025-09-25 01:38:00.000000000,social_ads,web,UZ,
114,kyc_completed,2025-09-27 11:13:57.911492710,social_ads,web,UZ,
115,app_open,2025-09-11 18:04:00.000000000,organic,ios,RU,
115,view_landing,2025-09-11 18:11:00.000000000,organic,ios,RU,
116,app_open,2025-09-25 10:49:00.000000000,email,web,RU,
116,view_landing,2025-09-25 11:04:00.000000000,email,web,RU,
117,app_open,2025-09-30 18:35:00.000000000,referral,android,UZ,
117,view_landing,2025-09-30 18:44:00.000000000,referral,android,UZ,
117,sign_up,2025-09-30 19:35:00.000000000,referral,android,UZ,
117,kyc_completed,2025-10-03 02:36:16.776288629,referral,android,UZ,
118,app_open,2025-09-27 09:04:00.000000000,referral,web,RU,
118,view_landing,2025-09-27 09:13:00.000000000,referral,web,RU,
118,sign_up,2025-09-27 09:20:00.000000000,referral,web,RU,
118,kyc_completed,2025-09-29 04:33:10.722358112,referral,web,RU,
