user_id,source,platform,country,signup_date
348,organic,android,KZ,2025-09-26 09:09:00
349,social_ads,android,RU,2025-09-27 04:02:00
350,organic,ios,UZ,2025-09-02 16:00:00
351,social_ads,web,RU,2025-09-26 03:22:00
352,organic,web,RU,2025-09-27 19:10:00
353,social_ads,android,KZ,2025-09-29 06:35:00
354,social_ads,android,BY,2025-09-09 01:26:00
355,paid_search,web,RU,2025-09-16 00:56:00
356,social_ads,web,KZ,2025-09-02 06:37:00
357,referral,android,RU,2025-09-04 07:01:00
358,referral,android,KZ,2025-09-17 20:55:00
359,paid_search,android,KZ,2025-09-07 04:21:00
360,social_ads,web,BY,2025-09-07 17:32:00
361,email,android,UZ,2025-09-09 21:44:00
362,organic,ios,RU,2025-09-14 18:37:00
363,organic,ios,RU,2025-09-05 14:07:00
364,organic,web,KZ,2025-09-25 01:39:00
365,social_ads,web,RU,2025-09-21 00:59:00
366,paid_search,web,RU,2025-09-24 17:54:00
367,referral,android,BY,2025-09-28 18:46:00
368,social_ads,web,RU,2025-09-19 00:16:00
369,paid_search,web,RU,2025-09-11 20:25:00
370,email,ios,UZ,2025-09-30 08:04:00
371,referral,ios,RU,2025-09-17 23:19:00
372,organic,web,RU,2025-09-14 21:54:00
373,paid_search,ios,RU,2025-09-13 11:31:00
374,paid_search,android,RU,2025-09-02 04:21:00
375,organic,android,BY,2025-09-29 16:14:00
376,organic,android,BY,2025-09-25 13:59:00
377,email,ios,KZ,2025-09-21 23:38:00
378,paid_search,android,RU,2025-09-07 15:19:00
379,paid_search,ios,RU,2025-09-28 20:18:00
380,referral,web,RU,2025-09-06 06:53:00
381,social_ads,ios,KZ,2025-09-08 05:56:00
382,email,android,KZ,2025-09-03 02:24:00
383,referral,web,RU,2025-09-09 15:30:00
384,paid_search,ios,BY,2025-09-10 20:05:00
385,paid_search,ios,BY,2025-09-24 20:18:00
386,email,web,RU,2025-09-10 18:50:00
387,referral,ios,KZ,2025-09-29 16:07:00
388,email,ios,KZ,2025-09-10 01:59:00
389,organic,android,RU,2025-09-16 17:41:00
390,email,web,RU,2025-09-18 19:05:00
391,social_ads,android,KZ,2025-09-25 20:57:00
392,organic,android,UZ,2025-09-23 13:06:00
393,social_ads,web,KZ,2025-09-27 00:38:00
394,social_ads,android,KZ,2025-09-29 03:11:00
395,organic,android,KZ,2025-09-04 12:34:00
396,paid_search,android,RU,2025-09-03 19:42:00
397,email,ios,RU,2025-09-14 11:22:00
398,paid_search,ios,RU,2025-09-05 12:16:00
399,paid_search,android,UZ,2025-09-15 19:21:00
400,paid_search,ios,BY,2025-09-18 16:41:00
401,paid_search,android,UZ,2025-09-09 06:59:00
402,email,ios,RU,2025-09-03 22:39:00
403,referral,android,RU,2025-09-29 22:29:00
404,organic,ios,KZ,2025-09-12 02:57:00
405,email,android,RU,2025-09-26 04:08:00
406,email,android,RU,2025-09-19 17:40:00
407,paid_search,android,BY,2025-09-20 20:46:00
408,email,ios,KZ,2025-09-24 09:59:00
409,organic,ios,KZ,2025-09-08 22:54:00
410,email,web,RU,2025-09-07 12:40:00
411,social_ads,ios,RU,2025-09-30 21:40:00
412,social_ads,web,RU,2025-09-21 00:56:00
413,organic,ios,RU,2025-09-09 18:24:00
414,email,ios,RU,2025-09-20 09:01:00
415,organic,android,RU,2025-09-12 19:26:00
416,organic,android,UZ,2025-09-26 18:55:00
417,organic,ios,RU,2025-09-16 05:55:00
418,referral,web,RU,2025-09-10 09:53:00
419,organic,ios,RU,2025-09-21 17:03:00
420,email,android,BY,2025-09-23 12:03:00
421,social_ads,android,RU,2025-09-12 04:18:00
422,organic,android,RU,2025-09-23 13:26:00
423,organic,web,RU,2025-09-08 00:35:00
424,organic,ios,RU,2025-09-08 04:13:00
425,social_ads,web,KZ,2025-09-25 19:05:00
426,referral,android,RU,2025-09-19 15:14:00
427,organic,web,RU,2025-09-02 01:17:00
428,email,web,BY,2025-09-21 06:07:00
429,organic,web,RU,2025-09-10 04:13:00
430,referral,android,KZ,2025-09-09 05:35:00
431,email,android,RU,2025-09-13 17:20:00
432,referral,android,KZ,2025-09-14 13:17:00
433,social_ads,android,RU,2025-09-27 18:07:00
434,email,android,RU,2025-09-14 01:45:00
435,organic,android,RU,2025-09-09 21:36:00
436,organic,ios,UZ,2025-09-24 04:55:00
437,organic,web,RU,2025-09-17 06:44:00
438,paid_search,ios,UZ,2025-09-01 00:29:00
439,referral,web,UZ,2025-09-19 23:10:00
440,social_ads,ios,RU,2025-09-16 00:44:00
441,email,ios,RU,2025-09-18 05:42:00
442,organic,web,RU,2025-09-06 12:43:00
443,referral,web,UZ,2025-09-15 08:25:00
444,organic,android,KZ,2025-09-20 09:43:00
445,organic,web,RU,2025-09-21 07:23:00
446,referral,ios,RU,2025-09-21 09:51:00
447,email,web,UZ,2025-09-30 22:16:00
448,social_ads,android,RU,2025-09-16 00:48:00
449,organic,android,RU,2025-09-13 21:32:00
450,social_ads,android,RU,2025-09-17 06:15:00
451,organic,ios,RU,2025-09-10 20:49:00
452,email,android,UZ,2025-09-10 10:50:00
453,referral,android,BY,2025-09-21 16:56:00
454,organic,ios,RU,2025-09-10 09:35:00
455,organic,web,RU,2025-09-23 11:15:00
456,organic,android,BY,2025-09-23 08:29:00
457,email,ios,RU,2025-09-29 14:27:00
458,paid_search,android,RU,2025-09-04 22:50:00
459,referral,ios,RU,2025-09-11 21:34:00
460,social_ads,ios,KZ,2025-09-24 03:28:00
461,social_ads,android,UZ,2025-09-13 21:00:00
462,organic,ios,KZ,2025-09-20 15:36:00
463,email,ios,RU,2025-09-23 01:23:00
464,paid_search,android,BY,2025-09-27 12:49:00
465,social_ads,ios,RU,2025-09-07 18:48:00
466,social_ads,web,UZ,2025-09-08 19:18:00
467,social_ads,web,RU,2025-09-15 03:02:00
468,email,ios,RU,2025-09-16 04:26:00
469,organic,android,RU,2025-09-28 03:38:00
470,paid_search,ios,RU,2025-09-02 04:04:00
471,paid_search,android,RU,2025-09-08 08:35:00
472,paid_search,ios,KZ,2025-09-28 09:00:00
473,organic,web,BY,2025-09-19 10:33:00
474,organic,ios,UZ,2025-09-21 06:16:00
475,organic,android,RU,2025-09-08 11:46:00
476,paid_search,ios,RU,2025-09-19 16:28:00
477,paid_search,ios,RU,2025-09-12 02:16:00
478,social_ads,android,RU,2025-09-22 23:32:00
479,social_ads,android,RU,2025-09-03 17:11:00
480,paid_search,web,UZ,2025-09-09 12:43:00
481,paid_search,ios,UZ,2025-09-20 08:07:00
482,organic,ios,RU,2025-09-19 02:46:00
483,social_ads,android,BY,2025-09-26 05:03:00
484,paid_search,android,KZ,2025-09-25 00:39:00
485,organic,web,RU,2025-09-01 10:23:00
486,paid_search,web,KZ,2025-09-03 17:00:00
487,paid_search,web,RU,2025-09-11 15:05:00
488,organic,ios,RU,2025-09-29 18:20:00
489,social_ads,android,UZ,2025-09-15 07:33:00
490,social_ads,android,KZ,2025-09-27 18:09:00
491,referral,ios,RU,2025-09-02 18:39:00
492,social_ads,android,RU,2025-09-29 21:22:00
493,social_ads,ios,UZ,2025-09-02 19:59:00
494,paid_search,ios,RU,2025-09-25 06:00:00
495,referral,web,UZ,2025-09-27 07:22:00
496,social_ads,ios,UZ,2025-09-09 19:54:00
497,paid_search,web,RU,2025-09-10 00:35:00
498,social_ads,ios,KZ,2025-09-18 10:43:00
499,paid_search,ios,KZ,2025-09-22 15:53:00
500,paid_search,ios,BY,2025-09-04 14:31:00
501,referral,ios,RU,2025-09-08 02:34:00
502,email,android,RU,2025-09-23 15:00:00
503,email,ios,RU,2025-09-25 05:23:00
504,paid_search,android,KZ,2025-09-05 14:37:00
505,social_ads,web,BY,2025-09-27 16:31:00
506,referral,android,BY,2025-09-27 00:06:00
507,paid_search,ios,KZ,2025-09-27 00:55:00
508,email,android,RU,2025-09-08 05:12:00
509,paid_search,web,RU,2025-09-21 01:47:00
510,organic,android,BY,2025-09-05 19:29:00
511,organic,ios,RU,2025-09-06 21:25:00
512,email,android,BY,2025-09-03 03:03:00
513,organic,android,RU,2025-09-15 19:01:00
514,paid_search,ios,RU,2025-09-22 08:10:00
515,paid_search,ios,UZ,2025-09-06 23:06:00
516,organic,web,RU,2025-09-06 14:04:00
517,paid_search,ios,RU,2025-09-09 07:24:00
518,referral,ios,KZ,2025-09-06 22:19:00
519,organic,ios,KZ,2025-09-25 23:41:00
520,email,android,UZ,2025-09-06 02:10:00
521,email,android,UZ,2025-09-09 08:31:00
522,paid_search,ios,BY,2025-09-10 04:10:00
523,organic,android,RU,2025-09-07 01:57:00
524,social_ads,android,RU,2025-09-29 05:40:00
525,organic,ios,UZ,2025-09-07 06:55:00
526,paid_search,web,RU,2025-09-15 14:22:00
527,email,ios,UZ,2025-09-17 23:37:00
528,email,ios,KZ,2025-09-08 19:49:00
529,referral,web,RU,2025-09-15 03:17:00
530,paid_search,web,RU,2025-09-06 02:40:00
531,social_ads,ios,KZ,2025-09-15 11:38:00
532,referral,web,RU,2025-09-01 13:36:00
533,paid_search,android,RU,2025-09-14 04:05:00
534,social_ads,ios,BY,2025-09-11 22:47:00
535,organic,web,RU,2025-09-11 12:24:00
536,organic,web,RU,2025-09-04 07:14:00
537,social_ads,ios,KZ,2025-09-30 23:05:00
538,organic,android,BY,2025-09-01 19:26:00
539,organic,android,RU,2025-09-05 09:11:00
540,email,ios,UZ,2025-09-04 02:08:00
541,email,web,UZ,2025-09-30 07:57:00
542,social_ads,android,RU,2025-09-10 13:20:00
543,email,android,RU,2025-09-13 22:17:00
544,email,android,BY,2025-09-23 12:37:00
545,organic,android,RU,2025-09-02 12:19:00
546,paid_search,ios,UZ,2025-09-03 00:13:00
547,paid_search,web,KZ,2025-09-06 11:24:00
548,organic,android,RU,2025-09-21 08:38:00
549,referral,android,KZ,2025-09-30 08:30:00
550,paid_search,android,RU,2025-09-19 14:47:00
551,paid_search,ios,UZ,2025-09-27 03:57:00
552,organic,ios,RU,2025-09-27 11:01:00
553,organic,android,UZ,2025-09-09 06:59:00
554,email,ios,RU,2025-09-06 12:28:00
555,organic,android,BY,2025-09-05 19:18:00
556,organic,web,UZ,2025-09-24 19:52:00
557,paid_search,ios,RU,2025-09-21 01:59:00
558,paid_search,ios,RU,2025-09-26 22:42:00
559,social_ads,android,BY,2025-09-16 05:09:00
560,paid_search,ios,UZ,2025-09-30 07:04:00
561,organic,web,RU,2025-09-27 19:44:00
562,organic,android,RU,2025-09-25 06:09:00
563,email,ios,BY,2025-09-25 02:16:00
564,social_ads,ios,RU,2025-09-04 17:06:00
565,social_ads,web,KZ,2025-09-23 08:14:00
566,social_ads,ios,RU,2025-09-29 09:55:00
567,referral,android,RU,2025-09-09 18:21:00
568,organic,ios,UZ,2025-09-25 10:47:00
569,paid_search,ios,RU,2025-09-11 12:00:00
570,social_ads,web,UZ,2025-09-07 08:52:00
571,paid_search,ios,KZ,2025-09-22 21:59:00
572,email,ios,RU,2025-09-05 22:56:00
